CODE COULEUR : ,Surligné en vert : questions à Nathalie,"Surligné en bleu: modifications apportées, à valider ensemble",Surligné en jaune : pour Léa,Surligné en rose : pour Louise,Souligné : apports et corrections validés (Ctrl + u),,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
uuid,mots-clefs,,,,,,,
fa36d6f9-a9ef-42b9-8e54-5484262719a4,Arts,Littérature,genre littéraire,genre narratif,récit,,,
d5d677f4-01c3-4f1c-a606-b2f0d4da8fb1,Arts,Littérature,genre littéraire,genre narratif,roman,,,
cf87ca92-8351-432f-94ee-958c54f90287,Arts,Littérature,genre littéraire,conversation (genre littéraire),,,,
8b4d5265-ba21-4239-b092-44f9beaf8abd,Arts,Littérature,genre littéraire,conversation (genre littéraire),dialogue,,,
0c0f8360-811a-4739-b117-4d9e15949e4c,Arts,Littérature,genre littéraire,conversation (genre littéraire),dialogue,dialogue en musique [dupliqué],,
b6e4fdcc-4f68-4bc1-9e57-c0889f660f8c,Arts,Littérature,genre littéraire,conversation (genre littéraire),dialogue,dialogue italien,,
13db63bd-ad53-4bd3-b56e-e082c66805c0,Arts,Littérature,genre littéraire,conversation (genre littéraire),entretien,,,
7b9e92c4-3f17-4351-b679-90b0f9538aff,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],,,,
ccc3a3c3-8bb7-47d1-b162-23fd25eb1a9e,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],cantique,,,
08a218a4-95a0-4c29-8e11-e4c1cd688c0b,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],cantique,cantique biblique,,
19b37973-96aa-4509-ad3c-1e3ebf12e9a0,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],cantique,cantique funèbre,,
63739595-df61-4678-8d3d-534bb7868b41,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],chant royal,,,
0a6213ce-2a6a-4d5a-b18f-7d755f64f450,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],élégie,,,
f238083a-3385-49c9-b752-7d8f1cb0dffc,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],églogue [dupliqué de genres dramatiques],,,
76af23b0-474d-45d3-b342-b065076dd994,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],éloge en vers,,,
c59728a7-6b54-4234-847d-534dd2e22637,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],énigme,,,
aba154a4-5c2e-48b5-9fc4-f7d3624c1fd9,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],énigme,réponse d’énigme,,
1d4577f4-76b7-463e-b730-c9e1d5f6b7aa,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],épigramme,,,
a55a81e4-a2fd-469e-ae54-0c905a6fcee3,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],épitaphe,,,
0ba1a767-835f-4502-9d17-4bb7be50a104,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],fable,,,
29f309fc-c1a1-4ec6-b4ae-d577c5cae488,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],idylle [dupliqué de genres dramatiques],,,
5792cbc1-bf63-4a75-ba9f-f2514b9a911e,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],madrigal,,,
59f4354f-f58e-4b34-9c28-6c3b5f678b8e,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],ode [avec note par Léa],,,
72a4c624-a29d-4782-8c1f-e1dfa2fb24ce,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],poésie encomiastique [dupliqué dans sujets poétiques],,,
8db03617-5260-4fc0-8a8e-6ee4382d0bfe,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],panégyrique en vers,,,
4d295b9f-83c9-4b14-a095-a9c58fb99b14,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],poésie de circonstance,,,
ced81da9-358c-4d7a-b6f1-9aa3c8b8078b,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],poésie de circonstance,épithalame,,
9cd72868-8327-439c-9cda-b7b6c2d2f704,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],poésie de circonstance,poésie de saison,,
481c0c06-0e07-40cd-8549-75d8d7acdb17,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],poésie de circonstance,tombeau,,
3b064e88-beb2-45d2-8007-78108dfdc41b,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],plainte,,,
7cb9bf4e-e408-45c8-b351-e9e28da856b2,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],satire,,,
6c30f9cd-69f5-4bcb-96f6-5f8fd6a8afcf,Arts,Littérature,genre littéraire,genre poétique [avec note par Léa],sérénade,,,
fb48629d-5daa-4906-9d38-99b2f7deb957,Arts,Littérature,forme littéraire,genre poétique [avec note par Léa],sérénade,,,
5f5a73ed-4e74-43b3-849c-7f82a4bf11d5,Arts,Littérature,forme littéraire,forme poétique [avec note par Léa],sérénade,,,
dd9a623c-9428-4654-b1b4-1b955b7f9a17,Arts,Littérature,forme littéraire,forme poétique [avec note par Léa],acrostiche,,,
85aa1762-fb80-4a66-a600-f950c8944484,Arts,Littérature,forme littéraire,forme poétique [avec note par Léa],anagramme,,,
9b22bb12-5948-4096-8fc9-c38f16234884,Arts,Littérature,forme littéraire,forme poétique [avec note par Léa],ballade,,,
eb0a9019-86d5-46ec-98f4-dc49a2829747,Arts,Littérature,forme littéraire,forme poétique [avec note par Léa],ode [avec note par Léa],,,
41880a11-8ec9-419b-9d40-f7c6b0c173a0,Arts,Littérature,forme littéraire,forme poétique [avec note par Léa],quatrain,,,
42c85028-128c-48f7-9e86-483af0bdd78d,Arts,Littérature,forme littéraire,forme poétique [avec note par Léa],rondeau (poétique) [avec note par Léa ; dans une acception large à des fins de recherche : sur deux rimes avec refrain sur 1er vers],,,
9dd09b63-4296-4bf6-9065-d2fbf49ab872,Arts,Littérature,forme littéraire,forme poétique [avec note par Léa],sonnet,,,
1b497d47-84fa-4ddd-a5de-fb0ce973f2a7,Arts,Littérature,forme littéraire,forme poétique [avec note par Léa],stances,,,
57df2ff8-82d8-4697-aaf9-18c411c1d045,Arts,Littérature,forme littéraire,forme brève,,,,
27efcb12-c5f5-4d90-8cbe-9f1bc09c081e,Arts,Littérature,forme littéraire,forme brève,maxime,,,
22711fb2-4a79-47f2-9b24-39f95e426f25,Arts,Littérature,procédé de composition littéraire,,,,,
1628cc5d-86d2-4ce8-b59b-3cd6c23d6d35,Arts,Littérature,procédé de composition littéraire,bouts-rimés,,,,
e38b04f8-e620-4d7b-a6db-aad7b9d2e964,Arts,Littérature,procédé de composition littéraire,centon,,,,
5eb0d01d-600e-456e-93c7-7d4aa7b17bcb,Arts,Littérature,procédé de composition littéraire,centon,centon théâtral,,,
9b8551e8-454f-4d3e-8ecf-7db8e5559f07,Arts,Littérature,procédé de composition littéraire,fiction,,,,
245f1826-70a7-45ea-b771-8c329d8d9358,Arts,Littérature,procédé de composition littéraire,impromptu,,,,
7998c349-2a50-4b74-8ea1-3d237c3f9ba0,Arts,Littérature,procédé de composition littéraire,paraphrase,,,,
d9a3c632-2859-478e-9bfe-f21bcfcbfb8d,Arts,Littérature,procédé de composition littéraire,paraphrase,paraphrase de psaume,,,
c55c07b8-a9c8-423e-85b5-ed80f4862ff3,Arts,Littérature,procédé de composition littéraire,parodie,,,,
dd036d77-e034-4a53-a0ef-561ca5b0cad6,Arts,Littérature,procédé de composition littéraire,parodie,vaudeville,,,
2d394149-21f7-41d3-9ed2-8c3e6f0f3e2e,Arts,Littérature,procédé de composition littéraire,parodie,paroles adaptées à un air,,,
839fb156-d018-4d74-8896-d2a777e504cf,Arts,Littérature,procédé de composition littéraire,paroles à mettre en air EP poésie à mettre en air,,,,
267bb6a8-bee2-4a67-b1d5-7deed9a5f93d,Arts,Littérature,procédé de composition littéraire,réponse,,,,
d606b68f-cd2e-4963-9d23-d819fd9e0068,Arts,Littérature,procédé de composition littéraire,traduction,,,,
99fff770-ff3a-4897-8685-7a5ba095d3bf,Arts,Littérature,procédé de composition littéraire,versification,,,,
e2a4b336-cbaf-4940-8f98-bce86367e9e9,Arts,Littérature,procédé de composition littéraire,versification,versification libre,,,
94068d82-ef53-461a-9b98-48fdad42476b,Arts,Musique,procédé de composition littéraire,versification,,,,
eea2db3a-0567-4135-b904-a19fe3a15c44,Arts,Musique,acoustique et organologie musicales,versification,,,,
ff9938e1-68f9-496e-9789-2ba4afdde770,Arts,Musique,acoustique et organologie musicales,voix humaine,,,,
5af0a738-f849-4d14-bafa-2b06d5f54590,Arts,Musique,acoustique et organologie musicales,voix humaine,chant,,,
3487af4c-bdda-4f8a-abae-1af41a26b959,Arts,Musique,acoustique et organologie musicales,voix humaine,chant,chant ecclésiastique,,
85d4712b-5274-449a-8474-17d8e666c1a5,Arts,Musique,acoustique et organologie musicales,instruments de musique,,,,
9b4b05b0-3f06-49b9-9caf-516ffd5514b7,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,,,
447d35dc-f271-4333-a607-bb0a05c606f9,Arts,Musique,acoustique et organologie musicales,instruments de musique,invention d'instrument EP instrument nouveau,,,
6992d877-dd8e-46f3-95bc-b0d764306c43,Arts,Musique,acoustique et organologie musicales,instruments de musique,origine des instruments de musique,,,
ec7f0a59-036e-4464-b619-10e885bcbd18,Arts,Musique,acoustique et organologie musicales,instruments de musique,origine des instruments de musique,"origine des cloches [si peu d’entrées, plutôt cloche + origine de la musique]",,
99ed09a5-f755-494d-b2e7-22d55130a776,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,,,
4caa4261-dcec-4978-85b3-4ac97e1cc129,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,anche,,
1e418f82-232b-4544-b662-3beec9584b42,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,anche,niacard NA instrument de musique turc (1687.08),
019ad44f-a0a1-4943-a71f-862f8d801f3e,Arts,Musique,acoustique et organologie musicales,instruments de musique,basse (registre),,,
8b857bb3-da9b-414e-902a-d4c94a249f57,Arts,Musique,acoustique et organologie musicales,instruments de musique,basse (registre),instrument hydraulique,,
59a2d3d1-c68a-4f36-befc-4e392f65b864,Arts,Musique,acoustique et organologie musicales,instruments de musique,basse (registre),instruments à clavier,,
5d6579b7-9a5b-4170-9e77-17326cf150dc,Arts,Musique,acoustique et organologie musicales,instruments de musique,basse (registre),instruments à clavier,touche de clavier,
46507480-b670-407e-8257-88bd594cbb40,Arts,Musique,acoustique et organologie musicales,instruments de musique,basse (registre),clavecin,,
1bd89207-e777-4d97-a3db-03c9875eadb1,Arts,Musique,acoustique et organologie musicales,instruments de musique,basse (registre),clavecin,sautereau de clavecin,
1f8f9371-5455-46f7-bcb1-4d94c70e2b0c,Arts,Musique,acoustique et organologie musicales,instruments de musique,basse (registre),orgue,,
c2ac2cc4-703e-46dc-a971-53db2adb553d,Arts,Musique,acoustique et organologie musicales,instruments de musique,basse (registre),orgue,jeu d'orgue,
36d3ca30-9d14-4b36-80c2-ec2819caa116,Arts,Musique,acoustique et organologie musicales,instruments de musique,basse (registre),orgue,buffet d'orgue,
753d6646-f47c-4e4b-a94f-26dfeba809e1,Arts,Musique,acoustique et organologie musicales,instruments de musique,basse (registre),orgue,cabinet d'orgues,
c6db8444-1c51-4309-b936-383a99157216,Arts,Musique,acoustique et organologie musicales,instruments de musique,basse (registre),orgue,soufflet d'orgue,
2c80cc6e-c8ee-4da2-8425-0b9132eb58e8,Arts,Musique,acoustique et organologie musicales,instruments de musique,basse (registre),orgue,tuyaux d'orgue,
01148a26-917c-4f04-b6c8-5290983065ac,Arts,Musique,acoustique et organologie musicales,instruments de musique,basse (registre),pandolyre,,
ae8e2f81-675d-4192-bc53-bd6084a3f0cd,Arts,Musique,acoustique et organologie musicales,instruments de musique,basse (registre),épinette,,
62f5e24d-95d3-4481-bf29-97769ea756ed,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,,,
b55e0077-8c1f-4170-b6a8-f222f8c22082,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,cithares,,
aed5d3a5-d7cc-43b5-829b-8c3f02ea61a2,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,cithares,cymbalum,
dfa5b832-50ae-4704-9dc2-77931b7f8485,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,cithares,Psaltérion,
d0aa4ce7-ed51-451a-a8f6-bc7111cf99df,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,harpes,,
ef1fe484-8790-42a2-b8af-3cc8b538156b,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,harpes,Harpe,
0ef48f80-e1db-43c4-8e2e-216f6f3f0bce,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,harpes,Lyre,
f46bea0c-eece-49b1-96fd-cdebac85b334,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,,,lyre italienne
9158a4b0-9aa9-4ee3-a571-a70cc35fe7b4,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,luths,,
8680a65b-ece7-42e1-9786-4e477683a953,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,luths,cistre,
2fcd6079-8bfe-4a09-b84d-0b32629cfab6,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,luths,luth,
dcef4e04-5346-496f-b28f-1b64550781ff,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,luths,guitare,
f5d4c843-c45b-441b-adb5-6be27ab6916b,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,luths,angélique,
dcc03818-355a-40ca-8527-a3584bbdbc92,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,luths,apollon [instrument à cordes] NA instrument nouveau ressemblant au théorbe (1678.01),
fb118520-22a0-4ac2-803b-46206845ca1f,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,luths,archiluth,
0594d2c6-473f-4796-9c83-41eb2e5d32c9,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,luths,théorbe,
cad84b9a-10a9-4d14-94f1-437fe631c1aa,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,violes,,
ae9239f7-e4d2-453e-a605-0ecab08c7288,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,violes,basse de viole,
94dfd793-bc30-43db-944e-568133bdc1ea,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,violes,dessus de viole,
4ccedf44-c5c1-41dd-85bf-46f2b3ddcfdb,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,violes,viole de gambe,
19d6cefe-bfde-44f7-905a-b91530e5570e,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,violes,trompette marine EP viole,
74db8b08-a974-4435-9b88-c4089d06e913,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,violes,vièle,
f575ae1b-98a0-4e40-a99a-2e11cf5498df,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,violons,,
fcaa271b-1935-47e4-9920-c24c26f04e2a,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,violons,basse de violon,
d9951c32-700b-4af4-ab40-557f089e943c,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,violons,taille de violon,
7d0be8ca-9010-4a8c-ae3b-6663ec37b881,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,violons,haute-contre de violon,
e1dd7be3-aa9b-416c-a05a-3caaf2e20d53,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,violons,violon français,
c491ff31-7817-47a1-ad25-183623302a39,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,violons,instrument en forme de violon,
f9d7a3ed-8fa3-4e57-ad72-8781e27a4740,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à cordes,violons,pochette EP poche,
22c5edc0-cadc-4b31-8b4a-fedd66ab2ccc,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,,,
5633c846-1503-4031-8c60-193f4d8d5132,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,cymbales,,
021b2824-816d-4db4-94b3-ad718dc251cd,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,cymbales,cymbale,
dc7607d2-fb56-47d2-a776-8eaf3165529b,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,cymbales,grelot,
d467efa0-b204-463a-93f6-85844bd26c1f,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,cymbales,sonnettes,
a041e5e2-9452-420d-a472-156cf7e9a396,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,cloches,,
a6424de6-78c0-41a5-9cae-16d672b304ce,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,cloches,carillon,
f03d0f75-a73f-4854-b576-0d4559635713,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,cloches,cloche,
51d18e5d-95d6-4f5c-af3a-c7f0b28fdf62,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,cloches,cloche,cloche du Siam
87aed7ec-5efb-4b0c-bae6-81c2b7b4d95a,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,cloches,clochette,
07485893-af34-4d1b-83c1-38a62401d181,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,cloches,clochette,clochette d'armes
5c52ab88-708f-4a85-8ca7-626aae51b92b,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,castagnettes,,
08fa761f-31db-43ec-a0fa-294eff56dd8e,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,tambours,,
2c286e43-42a9-4369-92b5-1337066a1945,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,tambours,timbale,
d1817605-c893-413a-8d82-f70cee41fe8c,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,tambours,timbale,timbale du Siam
115e4820-8eda-424d-b559-79771fcfc939,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,tambours,tambour de basque,
17f507b9-d9b1-477a-bc5a-a875361ba874,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,tambours,tambour de guerre,
f0991850-0c8b-458f-8d3c-becaec2e34bc,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à percussion,tambours,tambour du Siam,
6515597f-6d35-4b13-85e7-682dcd66440c,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,,,
60beb4c1-0e36-47ab-a9ba-e610cf89799d,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,,
336e2135-e958-4119-9e21-d5334623f9b4,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,basson,
4e9a85bf-3adb-45de-81b6-1886d718c533,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,boina NA instrument de musique turc (1687.08),
6083ec2a-9a6c-4e83-91c0-7cb3c06e0da1,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,chalumeau,
07979664-d76b-4460-9496-87ab452a0395,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,cornemuse,
79303b93-211b-4394-a666-20f7c2675a02,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,cornet,
6e2cf792-4b6a-4d57-9655-b04791342e2f,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,cornet,cornet du Siam
a2d246c1-cd94-465f-8c6e-c8c9252a8014,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,cromorne,
7aab8529-4d8c-40b0-b3cf-5941696577fb,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,fifre,
4ffac0e6-8129-48d8-8ec2-d6d70a501c03,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,flageolet,
c80b1b86-6649-4e78-97fa-738f24c92643,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,flûte,
84303f62-605b-4bf6-9b19-b266f7f7f496,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,flûte,flûte allemande EP flûte d'Allemagne EP flûte traversière
974a8ecd-8c0a-4503-b6e5-101fb5adf8b0,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,flûte,flûte douce EP flûte à bec NB
a577762e-1dd3-4fa6-a731-155cb37f73f3,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,hautbois,
f75cc5c4-7768-4cc5-bac3-2cbbea1acf86,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,hautbois,hautbois du Siam
a5af6068-d916-48ec-a6a0-fefb79760c66,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,musette,
c6b2ec96-5b8d-4a49-a58b-9cd85ce35eea,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,musette,musette du Poitou
cb87471b-992c-45c5-a478-ebb18a95f9f1,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,musette,musette du Siam
19b8d30f-4563-4837-b606-6d22aee45dd7,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,bois,pipeau,
510f1626-5b78-4ed6-b76d-616cb05d6a49,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,cuivres,pipeau,
6fd2b558-8081-47f0-9a2b-bec89d9d30da,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,cuivres,clairon,
255d52ef-5fbf-418e-a574-1b28eeb050d7,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,cuivres,cor,
6280227b-d533-4c74-affa-03e6172bc125,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,cuivres,cor,cor de chasse
754aa28a-2d7d-4ee5-8234-1260f12fdb96,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,cuivres,trompe,
3a870359-7783-4d79-91f2-ba6952cfa5d0,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,cuivres,trompette,
3e114c6a-571a-4642-b3b0-830345390758,Arts,Musique,acoustique et organologie musicales,instruments de musique,instrument à vent,cuivres,trompette,trompette du Siam
91760713-8f46-4737-bf3f-0e32bb77df39,Arts,Musique,formations musicales,,,,,
7da701c7-f46c-4a79-bcc2-36fc5fd3f497,Arts,Musique,formations musicales,bande de violons,,,,
6c2713b2-574d-449a-a005-a06a4233078a,Arts,Musique,formations musicales,basse continue [vérifier articles indexés],,,,
41d52f67-ebce-40ae-8656-6c7b979b94a9,Arts,Musique,formations musicales,ensemble de flûtes douces,,,,
ab1230dd-35cc-4b10-b1c2-4ea5363f2e2f,Arts,Musique,formations musicales,ensemble de guitares,,,,
0b5635f1-e449-41c2-be92-d91ebbdd5ea8,Arts,Musique,formations musicales,ensemble de luths,,,,
1ec90b41-c17b-4b82-b394-c5b863550adc,Arts,Musique,formations musicales,ensemble de violons,,,,
c2a419fc-1276-4468-a280-f47c3de45ebf,Arts,Musique,formations musicales,orchestre,,,,
6a067668-6cba-4ec0-9817-fac504f72eb4,Arts,Musique,formations musicales,orchestre,orchestre d'opéra italien,,,
33f71a52-f229-4c5a-ac1f-055e2ae0888f,Arts,Musique,Formes musicales,,,,,
00b7a03b-ca3a-495e-ae8a-1faea96aba5f,Arts,Musique,Formes musicales,dialogue en musique,,,,
fd8be76d-182e-4778-8ec9-20c380d50443,Arts,Musique,Formes musicales,fantaisie,,,,
718f8aa3-5499-4f95-ae14-e460600601d4,Arts,Musique,Formes musicales,fugue,,,,
dfaf5f34-58ac-48da-a43a-b345a588e242,Arts,Musique,Formes musicales,rondeau (musical),,,,
a2d5ea02-7e6d-42e9-89d7-a85e8d1556a1,Arts,Musique,Genres musicaux,,,,,
d60c8b3f-29c1-457f-b81f-f6ece7e186f6,Arts,Musique,Genres musicaux,Genres musicaux dramatiques,,,,
61c5dde5-8bfa-459f-a742-288c00b09d68,Arts,Musique,Genres musicaux,Genres musicaux dramatiques,opéra,,,
9c5a7f54-e720-44f9-9053-a6fe0886f658,Arts,Musique,Genres musicaux,Genres musicaux dramatiques,opéra,opéra italien,,
1dadcc39-61d9-4c11-95d9-9ccf035a213f,Arts,Musique,Genres musicaux,Genres musicaux dramatiques,opéra,opéra italien,opéra génois,
24fa6db3-8bbd-42e3-9d5a-0d9276ecee6e,Arts,Musique,Genres musicaux,Genres musicaux dramatiques,opéra,opéra italien,opéra romain,
30c74225-9906-4ca0-951e-6e48044a64be,Arts,Musique,Genres musicaux,Genres musicaux dramatiques,opéra,opéra italien,opéra vénitien,
c3d669a3-2aa7-48eb-8aae-0bca45ee295b,Arts,Musique,Genres musicaux,Genres musicaux dramatiques,opéra,opéra spirituel,,
46a4a3c8-7542-43bf-af2b-94aa062d2ee1,Arts,Musique,Genres musicaux,Genres musicaux dramatiques,opéra,tragédie en musique EP opéra français EP tragédie lyrique,,
5d7cae49-ba1e-4ed9-98ac-de56928d4038,Arts,Musique,Genres musicaux,Genres musicaux dramatiques,opéra,prologue d'opéra,,
d80554c8-ddc1-4660-bd5f-3cf714db2a21,Arts,Musique,Genres musicaux,Genres musicaux dramatiques,opéra,petit opéra,,
3253cedc-5d7b-4a8d-ab55-ab141c8fa05d,Arts,Musique,Genres musicaux,Genres musicaux dramatiques,opéra,pastorale en musique,,
0246e942-f154-46dd-9165-3c7405a54403,Arts,Musique,Genres musicaux,Genres musicaux dramatiques,opéra,tragédie-ballet,,
244c3be5-d2d5-437f-9b04-62b5a4a1e4a3,Arts,Musique,Genres musicaux,Genres de musique instrumentale,,,,
813e541a-6c35-44fd-a002-1c95ffb859b8,Arts,Musique,Genres musicaux,Genres de musique instrumentale,air instrumental,,,
3b5f4b98-1b10-4592-aaa5-15a4f02216f4,Arts,Musique,Genres musicaux,Genres de musique instrumentale,entracte,,,
002c1160-cf15-46f1-8d48-0ecfb4c6c75a,Arts,Musique,Genres musicaux,Genres de musique instrumentale,marche,,,
d1ff5c27-a8cc-4ab5-9ff1-21598a057f4d,Arts,Musique,Genres musicaux,Genres de musique instrumentale,marche,marche de tambours,,
30dcfb48-2e37-42c8-afb9-b5987038a2ab,Arts,Musique,Genres musicaux,Genres de musique instrumentale,ouverture,,,
9c010252-42b9-458a-bef2-7b395001a295,Arts,Musique,Genres musicaux,Genres de musique instrumentale,ouverture,ouverture d’opéra,,
fe0c26df-0541-4c32-9b14-6d893861e50f,Arts,Musique,Genres musicaux,Genres de musique instrumentale,plainte instrumentale,,,
780e2434-dfa2-4d9b-b5f9-8f66ebdbc2d9,Arts,Musique,Genres musicaux,Genres de musique instrumentale,prélude,,,
3fd09d1a-8e81-4c95-8232-6026798e2953,Arts,Musique,Genres musicaux,Genres de musique instrumentale,ritournelle,,,
951b4ed1-ee10-4b52-9b52-01b4b06e70f2,Arts,Musique,Genres musicaux,Genres de musique instrumentale,suite instrumentale,,,
7cd9adcc-f111-4f91-9092-a7cddae6d1e3,Arts,Musique,Genres musicaux,Genres de musique instrumentale,suite instrumentale,suite de danses,,
5b913ac1-96ab-4227-9061-4180e185926b,Arts,Musique,Genres musicaux,Genres de musique instrumentale,symphonie,,,
5fe5ab5a-0221-4b92-afc1-d37eb103a67b,Arts,Musique,Genres musicaux,Genres de musique instrumentale,symphonie,symphonie champêtre,,
999caa61-9d46-421b-8345-df27ce23ba8d,Arts,Musique,Genres musicaux,Genres de musique vocale,,,,
1f975ded-c7f8-4b52-b815-546cd2bce55f,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],,,
